measure,sex,age,risk,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Female,75 to 79,Tobacco,1998,6.253984501,9.615935226,3.61844127
DALYs (Disability-Adjusted Life Years),Female,75 to 79,Alcohol use,1998,7.090731708,11.09244248,3.956730238
DALYs (Disability-Adjusted Life Years),Female,75 to 79,Occupational exposure to formaldehyde,1998,0.096435521,0.248685658,0.00249356
DALYs (Disability-Adjusted Life Years),Both,75 to 79,Tobacco,1998,36.61176608,46.0766807,26.91529849
DALYs (Disability-Adjusted Life Years),Both,75 to 79,Alcohol use,1998,28.01864082,36.16548891,19.50932555
DALYs (Disability-Adjusted Life Years),Both,75 to 79,Occupational exposure to formaldehyde,1998,0.137920734,0.288103574,0.033184335
DALYs (Disability-Adjusted Life Years),Male,<1 year,Tobacco,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Male,<1 year,Alcohol use,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Male,<1 year,Occupational exposure to formaldehyde,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Female,<1 year,Tobacco,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Female,<1 year,Alcohol use,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Female,<1 year,Occupational exposure to formaldehyde,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Both,<1 year,Tobacco,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Both,<1 year,Alcohol use,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Both,<1 year,Occupational exposure to formaldehyde,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Male,80 to 84,Tobacco,1998,71.45802063,89.59237703,53.24736698
DALYs (Disability-Adjusted Life Years),Male,80 to 84,Alcohol use,1998,46.25979586,60.53302211,31.55940919
DALYs (Disability-Adjusted Life Years),Male,80 to 84,Occupational exposure to formaldehyde,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Female,80 to 84,Tobacco,1998,6.224961834,9.419346717,3.774688585
DALYs (Disability-Adjusted Life Years),Female,80 to 84,Alcohol use,1998,6.83136091,10.64458657,3.923824229
DALYs (Disability-Adjusted Life Years),Female,80 to 84,Occupational exposure to formaldehyde,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Both,80 to 84,Tobacco,1998,33.17045888,41.43703177,24.66844509
DALYs (Disability-Adjusted Life Years),Both,80 to 84,Alcohol use,1998,23.11786958,30.4785051,15.59172692
DALYs (Disability-Adjusted Life Years),Both,80 to 84,Occupational exposure to formaldehyde,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Male,85 to 89,Tobacco,1998,59.42279936,74.28665851,43.61226325
DALYs (Disability-Adjusted Life Years),Male,85 to 89,Alcohol use,1998,39.60418743,52.1187026,27.08989608
DALYs (Disability-Adjusted Life Years),Male,85 to 89,Occupational exposure to formaldehyde,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Female,85 to 89,Tobacco,1998,4.022650262,6.249126543,2.22049058
DALYs (Disability-Adjusted Life Years),Female,85 to 89,Alcohol use,1998,6.690698499,10.26321322,3.844626608
DALYs (Disability-Adjusted Life Years),Female,85 to 89,Occupational exposure to formaldehyde,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Both,85 to 89,Tobacco,1998,24.41735373,30.79009955,17.9782298
DALYs (Disability-Adjusted Life Years),Both,85 to 89,Alcohol use,1998,18.80728767,24.8932129,12.50317428
DALYs (Disability-Adjusted Life Years),Both,85 to 89,Occupational exposure to formaldehyde,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Male,90 to 94,Tobacco,1998,32.2057871,41.58586151,23.40332872
DALYs (Disability-Adjusted Life Years),Male,90 to 94,Alcohol use,1998,23.24923092,29.95315585,16.26792429
DALYs (Disability-Adjusted Life Years),Male,90 to 94,Occupational exposure to formaldehyde,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Female,90 to 94,Tobacco,1998,3.636327662,5.718930685,2.086856609
DALYs (Disability-Adjusted Life Years),Female,90 to 94,Alcohol use,1998,5.349463943,8.148136944,3.055134074
DALYs (Disability-Adjusted Life Years),Female,90 to 94,Occupational exposure to formaldehyde,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Both,90 to 94,Tobacco,1998,12.54396543,16.41366397,8.99332525
DALYs (Disability-Adjusted Life Years),Both,90 to 94,Alcohol use,1998,10.93041099,14.54685333,7.27845354
DALYs (Disability-Adjusted Life Years),Both,90 to 94,Occupational exposure to formaldehyde,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Male,95 plus,Tobacco,1998,25.09029601,32.5205701,17.93664017
DALYs (Disability-Adjusted Life Years),Male,95 plus,Alcohol use,1998,16.0607337,20.73626539,11.13007182
DALYs (Disability-Adjusted Life Years),Male,95 plus,Occupational exposure to formaldehyde,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Female,95 plus,Tobacco,1998,2.903130081,4.392371117,1.648956834
DALYs (Disability-Adjusted Life Years),Female,95 plus,Alcohol use,1998,4.265162207,6.219897841,2.55542409
DALYs (Disability-Adjusted Life Years),Female,95 plus,Occupational exposure to formaldehyde,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Both,95 plus,Tobacco,1998,8.726466672,11.49405489,6.075908053
DALYs (Disability-Adjusted Life Years),Both,95 plus,Alcohol use,1998,7.361077354,9.889973289,4.940740304
DALYs (Disability-Adjusted Life Years),Both,95 plus,Occupational exposure to formaldehyde,1998,0,0,0
DALYs (Disability-Adjusted Life Years),Male,15 to 19,Alcohol use,2000,1.436691669,2.138832005,0.822074092
DALYs (Disability-Adjusted Life Years),Male,15 to 19,Occupational exposure to formaldehyde,2000,0.061482036,0.166529057,0.00133567
DALYs (Disability-Adjusted Life Years),Female,15 to 19,Alcohol use,2000,0.160673524,0.259026691,0.081321069
DALYs (Disability-Adjusted Life Years),Female,15 to 19,Occupational exposure to formaldehyde,2000,0.032216128,0.08341097,0.001091865
DALYs (Disability-Adjusted Life Years),Both,15 to 19,Alcohol use,2000,0.818410929,1.219574425,0.472460946
DALYs (Disability-Adjusted Life Years),Both,15 to 19,Occupational exposure to formaldehyde,2000,0.047301558,0.105423807,0.011086773
DALYs (Disability-Adjusted Life Years),Male,20 to 24,Alcohol use,2000,4.393809353,5.853723712,2.990418865
DALYs (Disability-Adjusted Life Years),Male,20 to 24,Occupational exposure to formaldehyde,2000,0.162123253,0.422805121,0.007288077
DALYs (Disability-Adjusted Life Years),Female,20 to 24,Alcohol use,2000,0.518677902,0.853185347,0.266348888
DALYs (Disability-Adjusted Life Years),Female,20 to 24,Occupational exposure to formaldehyde,2000,0.101509111,0.26396907,0.00391246
DALYs (Disability-Adjusted Life Years),Both,20 to 24,Alcohol use,2000,2.47463441,3.326256103,1.668196556
DALYs (Disability-Adjusted Life Years),Both,20 to 24,Occupational exposure to formaldehyde,2000,0.132103847,0.28376085,0.032577626
DALYs (Disability-Adjusted Life Years),Male,25 to 29,Alcohol use,2000,6.850688105,9.053633486,4.809143788
DALYs (Disability-Adjusted Life Years),Male,25 to 29,Occupational exposure to formaldehyde,2000,0.612234614,1.497088187,0.01271055
DALYs (Disability-Adjusted Life Years),Female,25 to 29,Alcohol use,2000,0.88342491,1.440713348,0.444759203
DALYs (Disability-Adjusted Life Years),Female,25 to 29,Occupational exposure to formaldehyde,2000,0.54004056,1.393225616,0.025381308
DALYs (Disability-Adjusted Life Years),Both,25 to 29,Alcohol use,2000,3.903539858,5.191739191,2.706057105
DALYs (Disability-Adjusted Life Years),Both,25 to 29,Occupational exposure to formaldehyde,2000,0.576578975,1.200849878,0.130982308
DALYs (Disability-Adjusted Life Years),Male,30 to 34,Tobacco,2000,4.188425387,6.860919926,1.63787152
DALYs (Disability-Adjusted Life Years),Male,30 to 34,Alcohol use,2000,14.74871377,19.05967862,10.44108771
DALYs (Disability-Adjusted Life Years),Male,30 to 34,Occupational exposure to formaldehyde,2000,0.917164724,2.319292166,-0.005431455
DALYs (Disability-Adjusted Life Years),Female,30 to 34,Tobacco,2000,0.152476021,0.29774416,0.051605272
DALYs (Disability-Adjusted Life Years),Female,30 to 34,Alcohol use,2000,1.622416035,2.572959736,0.829652196
DALYs (Disability-Adjusted Life Years),Female,30 to 34,Occupational exposure to formaldehyde,2000,0.650940961,1.605187318,0.040688339
DALYs (Disability-Adjusted Life Years),Both,30 to 34,Tobacco,2000,2.208525826,3.604335574,0.857692844
DALYs (Disability-Adjusted Life Years),Both,30 to 34,Alcohol use,2000,8.309398315,10.78826575,5.819934914
DALYs (Disability-Adjusted Life Years),Both,30 to 34,Occupational exposure to formaldehyde,2000,0.786564396,1.602066941,0.197989819
DALYs (Disability-Adjusted Life Years),Male,35 to 39,Tobacco,2000,14.03630188,21.29213581,6.570305948
DALYs (Disability-Adjusted Life Years),Male,35 to 39,Alcohol use,2000,27.03487098,34.55806503,20.1349343
DALYs (Disability-Adjusted Life Years),Male,35 to 39,Occupational exposure to formaldehyde,2000,1.491643497,3.74154539,0.048581703
DALYs (Disability-Adjusted Life Years),Female,35 to 39,Tobacco,2000,0.417335433,0.770216396,0.153474187
DALYs (Disability-Adjusted Life Years),Female,35 to 39,Alcohol use,2000,2.461111563,3.946197831,1.372271344
DALYs (Disability-Adjusted Life Years),Female,35 to 39,Occupational exposure to formaldehyde,2000,0.745061357,1.975379372,0.039597557
DALYs (Disability-Adjusted Life Years),Both,35 to 39,Tobacco,2000,7.397530067,11.28656886,3.454518816
DALYs (Disability-Adjusted Life Years),Both,35 to 39,Alcohol use,2000,15.05601914,19.22708851,11.06405589
DALYs (Disability-Adjusted Life Years),Both,35 to 39,Occupational exposure to formaldehyde,2000,1.127710706,2.367890922,0.271344632
DALYs (Disability-Adjusted Life Years),Male,40 to 44,Tobacco,2000,33.58336083,47.68679382,19.03387692
DALYs (Disability-Adjusted Life Years),Male,40 to 44,Alcohol use,2000,48.3018506,59.4289147,36.17270431
DALYs (Disability-Adjusted Life Years),Male,40 to 44,Occupational exposure to formaldehyde,2000,1.995569025,4.884606166,0.13357937
DALYs (Disability-Adjusted Life Years),Female,40 to 44,Tobacco,2000,1.018017324,1.813574407,0.415942587
DALYs (Disability-Adjusted Life Years),Female,40 to 44,Alcohol use,2000,4.204554089,6.356631938,2.353754492
DALYs (Disability-Adjusted Life Years),Female,40 to 44,Occupational exposure to formaldehyde,2000,0.783124875,2.12378186,0.025579388
DALYs (Disability-Adjusted Life Years),Both,40 to 44,Tobacco,2000,17.92026478,25.54468835,10.14964253
DALYs (Disability-Adjusted Life Years),Both,40 to 44,Alcohol use,2000,27.09218056,33.59713876,20.04922496
DALYs (Disability-Adjusted Life Years),Both,40 to 44,Occupational exposure to formaldehyde,2000,1.412414447,2.971276368,0.334578543
DALYs (Disability-Adjusted Life Years),Male,45 to 49,Tobacco,2000,51.91859828,70.71231585,33.28972163
DALYs (Disability-Adjusted Life Years),Male,45 to 49,Alcohol use,2000,64.45974537,80.9842413,48.34498905
DALYs (Disability-Adjusted Life Years),Male,45 to 49,Occupational exposure to formaldehyde,2000,2.456191196,6.422379763,0.119311521
DALYs (Disability-Adjusted Life Years),Female,45 to 49,Tobacco,2000,1.957219612,3.417805742,0.874868445
DALYs (Disability-Adjusted Life Years),Female,45 to 49,Alcohol use,2000,5.882303909,9.430618389,3.268114066
DALYs (Disability-Adjusted Life Years),Female,45 to 49,Occupational exposure to formaldehyde,2000,1.063931367,2.790769114,0.036132291
DALYs (Disability-Adjusted Life Years),Both,45 to 49,Tobacco,2000,27.73914049,37.94833681,17.59099222
DALYs (Disability-Adjusted Life Years),Both,45 to 49,Alcohol use,2000,36.11043214,45.22325462,26.83362073
DALYs (Disability-Adjusted Life Years),Both,45 to 49,Occupational exposure to formaldehyde,2000,1.782388978,3.829292025,0.379992531
DALYs (Disability-Adjusted Life Years),Male,50 to 54,Tobacco,2000,72.73968961,96.01068718,50.71722496
DALYs (Disability-Adjusted Life Years),Male,50 to 54,Alcohol use,2000,82.45424556,101.6533176,61.60677701
DALYs (Disability-Adjusted Life Years),Male,50 to 54,Occupational exposure to formaldehyde,2000,1.524528613,3.981067303,0.054592734
DALYs (Disability-Adjusted Life Years),Female,50 to 54,Tobacco,2000,2.712937918,4.48204196,1.326844973
DALYs (Disability-Adjusted Life Years),Female,50 to 54,Alcohol use,2000,7.222311762,10.98686126,4.141314722
DALYs (Disability-Adjusted Life Years),Female,50 to 54,Occupational exposure to formaldehyde,2000,0.571189564,1.526438983,0.016280753
DALYs (Disability-Adjusted Life Years),Both,50 to 54,Tobacco,2000,38.85188507,51.83038123,26.96705627
DALYs (Disability-Adjusted Life Years),Both,50 to 54,Alcohol use,2000,46.04751519,57.41537612,33.97466495
DALYs (Disability-Adjusted Life Years),Both,50 to 54,Occupational exposure to formaldehyde,2000,1.063182533,2.419333994,0.212263902
DALYs (Disability-Adjusted Life Years),Male,55 to 59,Tobacco,2000,93.56937066,121.7059305,65.09753126
DALYs (Disability-Adjusted Life Years),Male,55 to 59,Alcohol use,2000,97.53782638,121.1546634,73.44248795
DALYs (Disability-Adjusted Life Years),Male,55 to 59,Occupational exposure to formaldehyde,2000,1.376982731,3.480423161,0.116075729
DALYs (Disability-Adjusted Life Years),Female,55 to 59,Tobacco,2000,3.616772207,5.643896205,1.926328795
DALYs (Disability-Adjusted Life Years),Female,55 to 59,Alcohol use,2000,6.238747538,9.54892749,3.497866213
DALYs (Disability-Adjusted Life Years),Female,55 to 59,Occupational exposure to formaldehyde,2000,0.352009963,0.924711925,0.006971549
DALYs (Disability-Adjusted Life Years),Both,55 to 59,Tobacco,2000,49.55221341,64.65444895,34.47124705
DALYs (Disability-Adjusted Life Years),Both,55 to 59,Alcohol use,2000,52.86178611,66.1277273,39.35614843
DALYs (Disability-Adjusted Life Years),Both,55 to 59,Occupational exposure to formaldehyde,2000,0.875425374,2.008766774,0.174291286
DALYs (Disability-Adjusted Life Years),Male,60 to 64,Tobacco,2000,88.40575372,112.29933,63.55913595
DALYs (Disability-Adjusted Life Years),Male,60 to 64,Alcohol use,2000,82.21697798,102.1068071,60.47501221
DALYs (Disability-Adjusted Life Years),Male,60 to 64,Occupational exposure to formaldehyde,2000,0.950341744,2.455759216,0.017453395
DALYs (Disability-Adjusted Life Years),Female,60 to 64,Tobacco,2000,4.887999427,7.636028658,2.777331407
DALYs (Disability-Adjusted Life Years),Female,60 to 64,Alcohol use,2000,7.359497858,11.27959409,4.166889519
DALYs (Disability-Adjusted Life Years),Female,60 to 64,Occupational exposure to formaldehyde,2000,0.332398193,0.816038952,0.01927734
DALYs (Disability-Adjusted Life Years),Both,60 to 64,Tobacco,2000,46.80999851,59.79555989,33.47155844
DALYs (Disability-Adjusted Life Years),Both,60 to 64,Alcohol use,2000,44.93444512,55.86464763,32.93477079
DALYs (Disability-Adjusted Life Years),Both,60 to 64,Occupational exposure to formaldehyde,2000,0.642576899,1.456515388,0.129897754
DALYs (Disability-Adjusted Life Years),Male,65 to 69,Tobacco,2000,90.77345039,114.3410636,65.51601421
DALYs (Disability-Adjusted Life Years),Male,65 to 69,Alcohol use,2000,79.01716376,99.08309529,58.15207542
DALYs (Disability-Adjusted Life Years),Male,65 to 69,Occupational exposure to formaldehyde,2000,0.64580653,1.678644873,0.029206977
DALYs (Disability-Adjusted Life Years),Female,65 to 69,Tobacco,2000,5.96290155,9.03102708,3.456899792
DALYs (Disability-Adjusted Life Years),Female,65 to 69,Alcohol use,2000,6.391228022,10.03846747,3.638581187
DALYs (Disability-Adjusted Life Years),Female,65 to 69,Occupational exposure to formaldehyde,2000,0.195956284,0.498120651,0.005363384
DALYs (Disability-Adjusted Life Years),Both,65 to 69,Tobacco,2000,47.81639244,60.21216665,34.39821461
DALYs (Disability-Adjusted Life Years),Both,65 to 69,Alcohol use,2000,42.23168633,53.45119962,30.94284043
DALYs (Disability-Adjusted Life Years),Both,65 to 69,Occupational exposure to formaldehyde,2000,0.417954649,0.945963179,0.081049019
DALYs (Disability-Adjusted Life Years),Male,70 to 74,Tobacco,2000,87.4423939,109.7213622,64.20669688
DALYs (Disability-Adjusted Life Years),Male,70 to 74,Alcohol use,2000,70.54978578,89.46568587,49.85564808
DALYs (Disability-Adjusted Life Years),Male,70 to 74,Occupational exposure to formaldehyde,2000,0.598720633,1.578461922,0.010786318
DALYs (Disability-Adjusted Life Years),Female,70 to 74,Tobacco,2000,7.243932838,11.02067423,4.26657894
DALYs (Disability-Adjusted Life Years),Female,70 to 74,Alcohol use,2000,8.016707514,12.39613886,4.577850901
DALYs (Disability-Adjusted Life Years),Female,70 to 74,Occupational exposure to formaldehyde,2000,0.254141419,0.66859037,0.008422674
DALYs (Disability-Adjusted Life Years),Both,70 to 74,Tobacco,2000,46.05610568,58.20330818,33.69992524
DALYs (Disability-Adjusted Life Years),Both,70 to 74,Alcohol use,2000,38.27969024,48.99104127,26.96053494
DALYs (Disability-Adjusted Life Years),Both,70 to 74,Occupational exposure to formaldehyde,2000,0.420901078,0.929199361,0.100580541
DALYs (Disability-Adjusted Life Years),Male,75 to 79,Tobacco,2000,72.63049574,91.0723826,53.62668425
DALYs (Disability-Adjusted Life Years),Male,75 to 79,Alcohol use,2000,52.99735717,67.85665632,38.00806972
DALYs (Disability-Adjusted Life Years),Male,75 to 79,Occupational exposure to formaldehyde,2000,0.193313908,0.52867744,0.003364791
DALYs (Disability-Adjusted Life Years),Female,75 to 79,Tobacco,2000,6.177176995,9.463500224,3.610273525
DALYs (Disability-Adjusted Life Years),Female,75 to 79,Alcohol use,2000,6.98492788,10.79737886,3.82327652
DALYs (Disability-Adjusted Life Years),Female,75 to 79,Occupational exposure to formaldehyde,2000,0.099560759,0.260683227,0.002558614
DALYs (Disability-Adjusted Life Years),Both,75 to 79,Tobacco,2000,36.29376865,45.46740962,26.69262039
DALYs (Disability-Adjusted Life Years),Both,75 to 79,Alcohol use,2000,27.83772455,35.9125002,19.58915685
DALYs (Disability-Adjusted Life Years),Both,75 to 79,Occupational exposure to formaldehyde,2000,0.142049612,0.297210452,0.033757163
DALYs (Disability-Adjusted Life Years),Male,<1 year,Tobacco,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Male,<1 year,Alcohol use,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Male,<1 year,Occupational exposure to formaldehyde,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Female,<1 year,Tobacco,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Female,<1 year,Alcohol use,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Female,<1 year,Occupational exposure to formaldehyde,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Both,<1 year,Tobacco,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Both,<1 year,Alcohol use,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Both,<1 year,Occupational exposure to formaldehyde,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Male,80 to 84,Tobacco,2000,67.095806,82.78919151,50.617806
DALYs (Disability-Adjusted Life Years),Male,80 to 84,Alcohol use,2000,43.17938703,56.02324263,29.66284614
DALYs (Disability-Adjusted Life Years),Male,80 to 84,Occupational exposure to formaldehyde,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Female,80 to 84,Tobacco,2000,6.370628546,9.501722291,3.814617644
DALYs (Disability-Adjusted Life Years),Female,80 to 84,Alcohol use,2000,6.945611384,10.70318637,3.977346012
DALYs (Disability-Adjusted Life Years),Female,80 to 84,Occupational exposure to formaldehyde,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Both,80 to 84,Tobacco,2000,31.46594962,39.2400775,23.54887469
DALYs (Disability-Adjusted Life Years),Both,80 to 84,Alcohol use,2000,21.91960193,29.04177028,14.80490459
DALYs (Disability-Adjusted Life Years),Both,80 to 84,Occupational exposure to formaldehyde,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Male,85 to 89,Tobacco,2000,55.63083744,69.57976184,41.09435038
DALYs (Disability-Adjusted Life Years),Male,85 to 89,Alcohol use,2000,37.15266024,48.7623412,25.20670336
DALYs (Disability-Adjusted Life Years),Male,85 to 89,Occupational exposure to formaldehyde,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Female,85 to 89,Tobacco,2000,4.06837092,6.382275848,2.342596583
DALYs (Disability-Adjusted Life Years),Female,85 to 89,Alcohol use,2000,6.744847104,10.25952901,3.843651756
DALYs (Disability-Adjusted Life Years),Female,85 to 89,Occupational exposure to formaldehyde,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Both,85 to 89,Tobacco,2000,22.86887901,28.72742371,16.73222265
DALYs (Disability-Adjusted Life Years),Both,85 to 89,Alcohol use,2000,17.8320269,23.72823225,11.85525487
DALYs (Disability-Adjusted Life Years),Both,85 to 89,Occupational exposure to formaldehyde,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Male,90 to 94,Tobacco,2000,30.56982427,39.12585734,22.57254053
DALYs (Disability-Adjusted Life Years),Male,90 to 94,Alcohol use,2000,22.01851239,28.18459266,15.14621137
DALYs (Disability-Adjusted Life Years),Male,90 to 94,Occupational exposure to formaldehyde,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Female,90 to 94,Tobacco,2000,3.571434973,5.55848669,2.084735406
DALYs (Disability-Adjusted Life Years),Female,90 to 94,Alcohol use,2000,5.240773546,7.857762974,3.004618113
DALYs (Disability-Adjusted Life Years),Female,90 to 94,Occupational exposure to formaldehyde,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Both,90 to 94,Tobacco,2000,11.9079937,15.45361677,8.566498117
DALYs (Disability-Adjusted Life Years),Both,90 to 94,Alcohol use,2000,10.42140131,13.93022265,6.941281059
DALYs (Disability-Adjusted Life Years),Both,90 to 94,Occupational exposure to formaldehyde,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Male,95 plus,Tobacco,2000,24.57567215,31.70074954,17.75223134
DALYs (Disability-Adjusted Life Years),Male,95 plus,Alcohol use,2000,15.84062321,20.62663681,10.90648795
DALYs (Disability-Adjusted Life Years),Male,95 plus,Occupational exposure to formaldehyde,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Female,95 plus,Tobacco,2000,2.934817137,4.421252516,1.698611496
DALYs (Disability-Adjusted Life Years),Female,95 plus,Alcohol use,2000,4.301847423,6.355303512,2.5471248
DALYs (Disability-Adjusted Life Years),Female,95 plus,Occupational exposure to formaldehyde,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Both,95 plus,Tobacco,2000,8.658504756,11.40375647,6.012115957
DALYs (Disability-Adjusted Life Years),Both,95 plus,Alcohol use,2000,7.353683778,9.889177514,4.822829338
DALYs (Disability-Adjusted Life Years),Both,95 plus,Occupational exposure to formaldehyde,2000,0,0,0
DALYs (Disability-Adjusted Life Years),Male,15 to 19,Alcohol use,2003,1.166932809,1.759904228,0.692479594
DALYs (Disability-Adjusted Life Years),Male,15 to 19,Occupational exposure to formaldehyde,2003,0.047931694,0.128819254,0.000986409
DALYs (Disability-Adjusted Life Years),Female,15 to 19,Alcohol use,2003,0.133514962,0.210825824,0.071107999
DALYs (Disability-Adjusted Life Years),Female,15 to 19,Occupational exposure to formaldehyde,2003,0.025509477,0.064813948,0.000792679
DALYs (Disability-Adjusted Life Years),Both,15 to 19,Alcohol use,2003,0.667842432,1.011382455,0.393180186
DALYs (Disability-Adjusted Life Years),Both,15 to 19,Occupational exposure to formaldehyde,2003,0.037102857,0.082901795,0.008522356
DALYs (Disability-Adjusted Life Years),Male,20 to 24,Alcohol use,2003,3.556452395,4.71664998,2.481345255
DALYs (Disability-Adjusted Life Years),Male,20 to 24,Occupational exposure to formaldehyde,2003,0.133933306,0.351877769,0.006131515
DALYs (Disability-Adjusted Life Years),Female,20 to 24,Alcohol use,2003,0.368907261,0.580482847,0.207448648
DALYs (Disability-Adjusted Life Years),Female,20 to 24,Occupational exposure to formaldehyde,2003,0.068154304,0.177513296,0.002408938
DALYs (Disability-Adjusted Life Years),Both,20 to 24,Alcohol use,2003,1.979822462,2.663285932,1.379180421
DALYs (Disability-Adjusted Life Years),Both,20 to 24,Occupational exposure to formaldehyde,2003,0.101397565,0.2218209,0.025308124
DALYs (Disability-Adjusted Life Years),Male,25 to 29,Alcohol use,2003,6.209286451,8.09503899,4.403954769
DALYs (Disability-Adjusted Life Years),Male,25 to 29,Occupational exposure to formaldehyde,2003,0.567155933,1.367003969,0.010307391
DALYs (Disability-Adjusted Life Years),Female,25 to 29,Alcohol use,2003,0.566614895,0.867201333,0.327112164
DALYs (Disability-Adjusted Life Years),Female,25 to 29,Occupational exposure to formaldehyde,2003,0.320061977,0.826985243,0.014483221
DALYs (Disability-Adjusted Life Years),Both,25 to 29,Alcohol use,2003,3.403831309,4.43019658,2.430996486
DALYs (Disability-Adjusted Life Years),Both,25 to 29,Occupational exposure to formaldehyde,2003,0.444304372,0.911395901,0.096283165
DALYs (Disability-Adjusted Life Years),Male,30 to 34,Tobacco,2003,3.780038973,6.107369308,1.579792517
DALYs (Disability-Adjusted Life Years),Male,30 to 34,Alcohol use,2003,13.67109016,17.41138957,9.957969373
DALYs (Disability-Adjusted Life Years),Male,30 to 34,Occupational exposure to formaldehyde,2003,0.825669664,2.126091249,-0.005230001
DALYs (Disability-Adjusted Life Years),Female,30 to 34,Tobacco,2003,0.109341275,0.205861238,0.037056776
DALYs (Disability-Adjusted Life Years),Female,30 to 34,Alcohol use,2003,1.072005669,1.65317131,0.612317172
DALYs (Disability-Adjusted Life Years),Female,30 to 34,Occupational exposure to formaldehyde,2003,0.390495134,0.968207974,0.024955715
DALYs (Disability-Adjusted Life Years),Both,30 to 34,Tobacco,2003,1.976282219,3.193993292,0.828872019
DALYs (Disability-Adjusted Life Years),Both,30 to 34,Alcohol use,2003,7.479982741,9.6223827,5.406381065
DALYs (Disability-Adjusted Life Years),Both,30 to 34,Occupational exposure to formaldehyde,2003,0.611827757,1.295813762,0.141604834
DALYs (Disability-Adjusted Life Years),Male,35 to 39,Tobacco,2003,13.5359412,20.23509922,6.388974102
DALYs (Disability-Adjusted Life Years),Male,35 to 39,Alcohol use,2003,26.59494287,34.31914189,19.78340815
DALYs (Disability-Adjusted Life Years),Male,35 to 39,Occupational exposure to formaldehyde,2003,1.518876475,3.751882612,0.050320271
DALYs (Disability-Adjusted Life Years),Female,35 to 39,Tobacco,2003,0.357010701,0.663115275,0.13213325
DALYs (Disability-Adjusted Life Years),Female,35 to 39,Alcohol use,2003,1.954851763,3.034968795,1.155456463
DALYs (Disability-Adjusted Life Years),Female,35 to 39,Occupational exposure to formaldehyde,2003,0.636300123,1.698063855,0.032282715
DALYs (Disability-Adjusted Life Years),Both,35 to 39,Tobacco,2003,7.078236663,10.63222786,3.328890154
DALYs (Disability-Adjusted Life Years),Both,35 to 39,Alcohol use,2003,14.52124477,18.8204126,10.75163815
DALYs (Disability-Adjusted Life Years),Both,35 to 39,Occupational exposure to formaldehyde,2003,1.086412148,2.331941668,0.25264088
DALYs (Disability-Adjusted Life Years),Male,40 to 44,Tobacco,2003,30.24610994,42.59021058,17.61181838
DALYs (Disability-Adjusted Life Years),Male,40 to 44,Alcohol use,2003,44.5386355,55.47798256,33.93685375
DALYs (Disability-Adjusted Life Years),Male,40 to 44,Occupational exposure to formaldehyde,2003,1.879389822,4.530223831,0.127997003
DALYs (Disability-Adjusted Life Years),Female,40 to 44,Tobacco,2003,0.864411559,1.498813931,0.35713895
DALYs (Disability-Adjusted Life Years),Female,40 to 44,Alcohol use,2003,3.43865738,5.215158589,2.013358142
DALYs (Disability-Adjusted Life Years),Female,40 to 44,Occupational exposure to formaldehyde,2003,0.667267511,1.826342573,0.020786542
DALYs (Disability-Adjusted Life Years),Both,40 to 44,Tobacco,2003,16.01443525,22.68425814,9.312249966
